x,y,z,u
2.3843978236189947,5.225074285738121,0.5144293790859765,0.2
2.4404182817918714,5.346882733796303,0.5389448677838732,0.2
2.4977334882400872,5.47143048879656,0.5646211582619087,0.2
2.556371833332176,5.598772069525997,0.5915124768102826,0.2
2.616362214601912,5.728962652011917,0.6196752197839066,0.2
2.6777340348307623,5.862058026648222,0.6491680468487615,0.2
2.7405171673697915,5.998113650315817,0.6800540164779476,0.2
2.804742040859748,6.137186251274145,0.7123972141113925,0.2
2.8704395922682653,6.27933313863883,0.7462640929643485,0.2
2.937641238273718,6.424611629499634,0.7817246906643744,0.2
3.0063788752652236,6.573079048920466,0.8188526292513351,0.2
3.0766848793426425,6.724792729939373,0.8577251151774014,0.2
3.1485921063165767,6.879810013568545,0.8984229393070505,0.2
3.222133891708371,7.038188248794316,0.9410304769170655,0.2
3.297344050750112,7.199984792577157,0.985635687696536,0.2
3.374256878384629,7.365257009851688,1.0323301157468574,0.2
3.452907149265494,7.534062273526665,1.0812088895817313,0.2
3.5333301177570204,7.706457964484987,1.1323707221271655,0.2
3.6155612312748633,7.882499598667366,1.1859198500648538,0.2
3.699636349744033,8.062242042837388,1.2419650730237246,0.2
3.7855920731154824,8.245741698590058,1.3006173919825903,0.2
3.8734652029963614,8.433053115548969,1.3619933206071277,0.2
3.9632927386331716,8.62422896569912,1.4262149109903905,0.2
4.055111876911764,8.819320043386911,1.4934097536528088,0.2
4.14896001235734,9.018375265320156,1.5637109775421907,0.2
4.244874737134453,9.221441670568062,1.6372572500337204,0.2
4.342893841047006,9.428564420561251,1.7141927769299599,0.2
4.443055311538254,9.639786799091745,1.794667302460847,0.2
4.5453973336908,9.855150212312967,1.8788361092836978,0.2
4.649958290226593,10.074694188739743,1.9668600184831995,0.2
4.75677641188349,10.298454667414038,2.058906093111248,0.2
4.86588899570606,10.526459901080521,2.1551497501434587,0.2
4.977334614998544,10.758741117298804,2.2557705775675005,0.2
5.091151396770279,10.995324379545748,2.3609551673172535,0.2
5.2073768032900745,11.23622953593468,2.4708975167656986,0.2
