y, omega, u
19.21, 9200.00, 54.06
25.21, 9200.00, 54.06
26.21, 9200.00, 54.06
28.21, 9200.00, 54.06
24.21, 9200.00, 54.06
23.21, 9200.00, 54.06
25.21, 9200.00, 54.06
18.21, 9200.00, 54.06
20.21, 9200.00, 54.06
18.21, 9200.00, 54.06
23.21, 9200.00, 54.06
19.21, 9200.00, 54.06
18.21, 9200.00, 54.06
20.21, 9200.00, 54.06
17.21, 9200.00, 54.06
23.21, 9200.00, 54.06
21.21, 9200.00, 54.06
17.21, 9200.00, 54.06
19.21, 9200.00, 54.06
15.21, 9200.00, 54.06
14.21, 9200.00, 54.06
14.21, 9200.00, 54.06
16.21, 9200.00, 54.06
16.21, 9200.00, 54.06
15.21, 9200.00, 54.06
15.21, 9200.00, 54.06
15.21, 9200.00, 54.06
16.21, 9200.00, 54.06
15.21, 9200.00, 54.06
14.21, 9200.00, 54.06
10.21, 9200.00, 54.06
9.21, 9200.00, 54.06
16.21, 9200.00, 54.06
9.21, 9200.00, 54.06
9.21, 9200.00, 54.06
13.21, 9200.00, 54.06
10.21, 9200.00, 54.06
11.21, 9200.00, 54.06
10.21, 9200.00, 54.06
10.21, 9200.00, 54.06
11.21, 9200.00, 54.06
9.21, 9200.00, 54.06
8.21, 9200.00, 54.06
8.21, 9200.00, 54.06
9.21, 9200.00, 54.64
12.21, 9200.00, 54.64
7.21, 9200.00, 54.64
6.21, 9200.00, 54.64
4.21, 9200.00, 54.64
10.21, 9300.00, 54.64
9.21, 9300.00, 54.64
3.21, 9300.00, 54.64
6.21, 9300.00, 54.64
5.21, 9300.00, 54.64
3.21, 9300.00, 54.64
10.21, 9200.00, 54.64
4.21, 9200.00, 54.64
8.21, 9200.00, 54.64
3.21, 9200.00, 54.64
2.21, 9200.00, 54.64
8.21, 9200.00, 54.64
0.21, 9300.00, 54.64
7.21, 9300.00, 54.64
5.21, 9300.00, 54.64
4.21, 9300.00, 54.64
5.21, 9300.00, 54.64
2.21, 9300.00, 54.64
6.21, 9300.00, 54.64
1.21, 9300.00, 54.64
6.21, 9300.00, 54.64
5.21, 9300.00, 54.64
2.21, 9300.00, 54.64
5.21, 9300.00, 54.64
3.21, 9300.00, 54.64
7.21, 9300.00, 54.64
5.21, 9300.00, 54.64
6.21, 9300.00, 54.64
6.21, 9300.00, 54.64
4.21, 9300.00, 54.64
8.21, 9400.00, 54.64
7.21, 9400.00, 54.64
6.21, 9400.00, 54.64
9.21, 9400.00, 54.64
9.21, 9400.00, 54.64
11.21, 9400.00, 54.64
6.21, 9400.00, 54.64
13.21, 9400.00, 54.64
7.21, 9400.00, 54.64
9.21, 9400.00, 54.64
17.21, 9400.00, 54.64
11.21, 9400.00, 54.64
14.21, 9400.00, 54.64
11.21, 9400.00, 54.64
15.21, 9400.00, 54.64
15.21, 9400.00, 54.50
17.21, 9400.00, 54.50
15.21, 9400.00, 54.50
18.21, 9500.00, 54.50
22.21, 9500.00, 54.50
22.21, 9500.00, 54.50
16.21, 9500.00, 54.50
21.21, 9500.00, 54.50
17.21, 9500.00, 54.50
17.21, 9400.00, 54.50
18.21, 9400.00, 54.50
22.21, 9400.00, 54.50
20.21, 9400.00, 54.50
20.21, 9400.00, 54.50
19.21, 9400.00, 54.50
15.21, 9500.00, 54.50
20.21, 9500.00, 54.50
18.21, 9500.00, 54.50
23.21, 9500.00, 54.50
23.21, 9500.00, 54.50
21.21, 9500.00, 54.50
16.21, 9500.00, 54.50
22.21, 9500.00, 54.50
22.21, 9500.00, 54.50
24.21, 9500.00, 54.50
21.21, 9500.00, 54.50
26.21, 9500.00, 54.50
27.21, 9500.00, 54.50
26.21, 9500.00, 54.50
23.21, 9500.00, 54.50
20.21, 9500.00, 54.50
24.21, 9500.00, 54.50
24.21, 9500.00, 54.50
22.21, 9500.00, 54.50
24.21, 9500.00, 54.50
24.21, 9500.00, 54.50
27.21, 9500.00, 54.50
25.21, 9500.00, 54.50
29.21, 9500.00, 54.50
27.21, 9400.00, 54.50
28.21, 9400.00, 54.50
29.21, 9400.00, 54.50
26.21, 9400.00, 54.50
29.21, 9400.00, 54.50
27.21, 9400.00, 54.50
30.21, 9500.00, 54.50
29.21, 9500.00, 54.50
26.21, 9500.00, 54.50
30.21, 9500.00, 54.50
26.21, 9500.00, 54.50
25.21, 9500.00, 54.77
29.21, 9500.00, 54.77
30.21, 9500.00, 54.77
30.21, 9500.00, 54.77
28.21, 9500.00, 54.77
32.21, 9500.00, 54.77
30.21, 9500.00, 54.77
31.21, 9400.00, 54.77
31.21, 9400.00, 54.77
26.21, 9400.00, 54.77
33.21, 9400.00, 54.77
31.21, 9400.00, 54.77
35.21, 9400.00, 54.77
29.21, 9400.00, 54.77
33.21, 9400.00, 54.77
27.21, 9400.00, 54.77
27.21, 9400.00, 54.77
27.21, 9400.00, 54.77
27.21, 9400.00, 54.77
32.21, 9400.00, 54.77
35.21, 9400.00, 54.77
26.21, 9400.00, 54.77
33.21, 9400.00, 54.77
32.21, 9400.00, 54.77
30.21, 9400.00, 54.77
30.21, 9400.00, 54.77
29.21, 9400.00, 54.77
27.21, 9400.00, 54.77
31.21, 9400.00, 54.77
28.21, 9400.00, 54.77
20.21, 9400.00, 54.77
29.21, 9400.00, 54.77
31.21, 9400.00, 54.77
26.21, 9400.00, 54.77
29.21, 9400.00, 54.77
33.21, 9400.00, 54.77
29.21, 9400.00, 54.77
26.21, 9400.00, 54.77
27.21, 9400.00, 54.77
32.21, 9400.00, 54.77
26.21, 9400.00, 54.77
28.21, 9400.00, 54.77
25.21, 9400.00, 54.77
30.21, 9300.00, 54.77
29.21, 9300.00, 54.77
27.21, 9300.00, 54.77
32.21, 9300.00, 54.77
30.21, 9300.00, 54.77
28.21, 9300.00, 54.77
22.21, 9400.00, 54.77
21.21, 9400.00, 53.91
27.21, 9400.00, 53.91
26.21, 9400.00, 53.91
28.21, 9400.00, 53.91
27.21, 9400.00, 53.91
26.21, 9400.00, 53.91
29.21, 9400.00, 53.91
27.21, 9400.00, 53.91
23.21, 9400.00, 53.91
27.21, 9400.00, 53.91
28.21, 9400.00, 53.91
30.21, 9400.00, 53.91
30.21, 9400.00, 53.91
26.21, 9400.00, 53.91
29.21, 9400.00, 53.91
28.21, 9400.00, 53.91
28.21, 9400.00, 53.91
26.21, 9400.00, 53.91
31.21, 9400.00, 53.91
26.21, 9400.00, 53.91
30.21, 9400.00, 53.91
28.21, 9400.00, 53.91
30.21, 9400.00, 53.91
29.21, 9400.00, 53.91
24.21, 9400.00, 53.91
30.21, 9400.00, 53.91
26.21, 9400.00, 53.91
26.21, 9400.00, 53.91
25.21, 9400.00, 53.91
28.21, 9400.00, 53.91
24.21, 9400.00, 53.91
25.21, 9400.00, 53.91
26.21, 9400.00, 53.91
23.21, 9400.00, 53.91
24.21, 9400.00, 53.91
24.21, 9400.00, 53.91
25.21, 9400.00, 53.91
30.21, 9400.00, 53.91
27.21, 9400.00, 53.91
26.21, 9400.00, 53.91
26.21, 9400.00, 53.91
26.21, 9300.00, 53.91
31.21, 9300.00, 53.91
24.21, 9300.00, 53.91
28.21, 9300.00, 53.91
27.21, 9300.00, 53.91
26.21, 9300.00, 53.91
29.21, 9400.00, 53.91
28.21, 9400.00, 53.91
26.21, 9400.00, 53.91
31.21, 9400.00, 53.91
28.21, 9400.00, 53.91
26.21, 9400.00, 53.91
26.21, 9300.00, 53.91
21.21, 9300.00, 53.91
25.21, 9300.00, 53.91
26.21, 9300.00, 53.91
23.21, 9300.00, 53.91
25.21, 9300.00, 53.91
25.21, 9300.00, 53.91
26.21, 9300.00, 53.91
24.21, 9300.00, 53.91
23.21, 9300.00, 53.91
24.21, 9300.00, 53.91
21.21, 9300.00, 53.91
24.21, 9200.00, 53.91
21.21, 9200.00, 53.91
21.21, 9200.00, 53.91
17.21, 9200.00, 53.91
22.21, 9200.00, 53.91
20.21, 9200.00, 53.91
15.21, 9200.00, 53.91
20.21, 9200.00, 53.91
18.21, 9200.00, 53.91
16.21, 9200.00, 53.91
18.21, 9200.00, 53.91
20.21, 9200.00, 53.91
15.21, 9200.00, 53.91
15.21, 9200.00, 53.91
17.21, 9200.00, 53.91
16.21, 9200.00, 53.91
17.21, 9200.00, 53.91
20.21, 9200.00, 53.91
15.21, 9300.00, 53.91
16.21, 9300.00, 53.91
13.21, 9300.00, 53.91
16.21, 9300.00, 53.91
16.21, 9300.00, 53.91
13.21, 9300.00, 53.91
12.21, 9200.00, 53.91
12.21, 9200.00, 53.91
10.21, 9200.00, 53.91
11.21, 9200.00, 53.91
11.21, 9200.00, 53.91
9.21, 9200.00, 53.91
10.21, 9200.00, 53.91
12.21, 9200.00, 53.91
12.21, 9200.00, 53.91
9.21, 9200.00, 53.91
11.21, 9200.00, 53.91
10.21, 9200.00, 53.71
5.21, 9200.00, 53.71
4.21, 9200.00, 53.71
7.21, 9200.00, 53.71
7.21, 9200.00, 53.71
6.21, 9200.00, 53.71
1.21, 9200.00, 53.71
9.21, 9200.00, 53.71
3.21, 9200.00, 53.71
6.21, 9200.00, 53.71
5.21, 9200.00, 53.71
4.21, 9200.00, 53.71
9.21, 9200.00, 53.71
5.21, 9200.00, 53.71
0.21, 9200.00, 53.71
7.21, 9200.00, 53.71
0.21, 9200.00, 53.71
4.21, 9200.00, 53.71
1.21, 9200.00, 53.71
1.21, 9300.00, 53.71
6.21, 9300.00, 53.71
2.21, 9300.00, 53.71
2.21, 9300.00, 53.71
0.21, 9300.00, 53.71
0.00, 9300.00, 53.71
0.00, 9200.00, 53.71
1.21, 9200.00, 53.71
0.00, 9200.00, 53.71
0.00, 9200.00, 53.71
1.21, 9200.00, 53.71
0.21, 9200.00, 53.71
0.00, 9300.00, 53.71
4.21, 9300.00, 53.71
3.21, 9300.00, 53.71
0.21, 9300.00, 53.71
0.00, 9300.00, 53.71
0.21, 9300.00, 53.71
2.21, 9200.00, 53.71
0.00, 9200.00, 53.71
4.21, 9200.00, 53.71
0.00, 9200.00, 53.71
4.21, 9200.00, 53.71
0.00, 9200.00, 53.71
0.21, 9300.00, 53.71
1.21, 9300.00, 53.71
0.00, 9300.00, 53.71
0.21, 9300.00, 53.71
0.21, 9300.00, 53.71
0.21, 9300.00, 53.71
0.00, 9200.00, 53.71
3.21, 9200.00, 54.84
0.00, 9200.00, 54.84
0.00, 9200.00, 54.84
0.21, 9200.00, 54.84
0.00, 9200.00, 54.84
2.21, 9300.00, 54.84
2.21, 9300.00, 54.84
0.00, 9300.00, 54.84
0.00, 9300.00, 54.84
1.21, 9300.00, 54.84
2.21, 9300.00, 54.84
6.21, 9200.00, 54.84
0.21, 9200.00, 54.84
0.00, 9200.00, 54.84
2.21, 9200.00, 54.84
0.00, 9200.00, 54.84
1.21, 9200.00, 54.84
0.21, 9300.00, 54.84
0.00, 9300.00, 54.84
2.21, 9300.00, 54.84
0.21, 9300.00, 54.84
1.21, 9300.00, 54.84
1.21, 9300.00, 54.84
2.21, 9300.00, 54.84
5.21, 9300.00, 54.84
2.21, 9300.00, 54.84
0.21, 9300.00, 54.84
0.00, 9300.00, 54.84
1.21, 9300.00, 54.84
0.00, 9300.00, 54.84
1.21, 9300.00, 54.84
1.21, 9300.00, 54.84
0.00, 9300.00, 54.84
3.21, 9300.00, 54.84
1.21, 9300.00, 54.84
0.00, 9400.00, 54.84
1.21, 9400.00, 54.84
1.21, 9400.00, 54.84
0.21, 9400.00, 54.84
0.00, 9400.00, 54.84
0.00, 9400.00, 54.84
1.21, 9400.00, 54.84
5.21, 9400.00, 54.84
0.00, 9400.00, 54.84
4.21, 9400.00, 54.84
0.21, 9400.00, 54.84
1.21, 9400.00, 54.84
0.21, 9300.00, 54.84
0.00, 9300.00, 54.84
1.21, 9300.00, 54.84
2.21, 9300.00, 54.84
0.00, 9300.00, 54.84
0.21, 9300.00, 54.84
0.00, 9500.00, 54.84
0.21, 9500.00, 54.84
6.21, 9500.00, 54.84
3.21, 9500.00, 54.84
5.21, 9500.00, 54.84
1.21, 9500.00, 54.84
0.21, 9400.00, 54.84
1.21, 9400.00, 54.84
1.21, 9400.00, 54.84
0.21, 9400.00, 54.84
0.00, 9400.00, 54.84
2.21, 9400.00, 54.84
0.21, 9400.00, 54.84
1.21, 9400.00, 54.84
2.21, 9400.00, 54.84
3.21, 9400.00, 54.84
1.21, 9400.00, 54.84
2.21, 9400.00, 54.84
2.21, 9500.00, 54.84
0.00, 9500.00, 54.84
0.21, 9500.00, 54.84
1.21, 9500.00, 54.84
4.21, 9500.00, 54.84
0.00, 9500.00, 54.84
0.00, 9500.00, 54.84
0.00, 9500.00, 54.84
0.00, 9500.00, 54.84
3.21, 9500.00, 54.84
0.21, 9500.00, 54.84
5.21, 9500.00, 54.84
9.21, 9500.00, 54.84
4.21, 9500.00, 54.84
6.21, 9500.00, 54.84
8.21, 9500.00, 54.84
11.21, 9500.00, 54.84
14.21, 9500.00, 54.84
10.21, 9400.00, 54.84
15.21, 9400.00, 54.84
16.21, 9400.00, 54.84
15.21, 9400.00, 54.84
20.21, 9400.00, 54.84
24.21, 9400.00, 54.84
26.21, 9500.00, 54.84
31.21, 9500.00, 54.84
34.21, 9500.00, 54.84
35.21, 9500.00, 54.84
37.21, 9500.00, 54.84
37.21, 9500.00, 53.73
41.21, 9500.00, 53.73
41.21, 9500.00, 53.73
41.21, 9500.00, 53.73
42.21, 9500.00, 53.73
43.21, 9500.00, 53.73
45.21, 9500.00, 53.73
48.21, 9500.00, 53.73
53.21, 9500.00, 53.73
57.21, 9500.00, 53.73
57.21, 9500.00, 53.73
60.21, 9500.00, 53.73
57.21, 9500.00, 53.73
64.21, 9400.00, 53.73
59.21, 9400.00, 53.73
67.21, 9400.00, 53.73
65.21, 9400.00, 53.73
66.21, 9400.00, 53.73
72.21, 9400.00, 53.73
66.21, 9400.00, 53.73
70.21, 9400.00, 53.73
70.21, 9400.00, 53.73
68.21, 9400.00, 53.73
79.21, 9400.00, 53.73
72.21, 9400.00, 53.73
81.21, 9500.00, 53.73
78.21, 9500.00, 53.73
74.21, 9500.00, 53.73
81.21, 9500.00, 53.73
80.21, 9500.00, 53.73
81.21, 9500.00, 53.73
78.21, 9400.00, 53.73
80.21, 9400.00, 53.73
83.21, 9400.00, 53.73
82.21, 9400.00, 53.73
84.21, 9400.00, 53.73
81.21, 9400.00, 53.73
83.21, 9300.00, 53.73
81.21, 9300.00, 53.73
83.21, 9300.00, 53.73
77.21, 9300.00, 53.73
80.21, 9300.00, 53.73
79.21, 9300.00, 53.73
78.21, 9400.00, 53.73
79.21, 9400.00, 53.73
75.21, 9400.00, 53.73
76.21, 9400.00, 53.73
79.21, 9400.00, 53.73
74.21, 9400.00, 53.73
80.21, 9300.00, 53.73
81.21, 9300.00, 53.73
79.21, 9300.00, 53.73
72.21, 9300.00, 53.73
77.21, 9300.00, 53.73
73.21, 9300.00, 53.73
79.21, 9400.00, 53.73
76.21, 9400.00, 53.73
75.21, 9400.00, 53.73
72.21, 9400.00, 53.73
81.21, 9400.00, 53.73
72.21, 9400.00, 53.73
73.21, 9300.00, 53.73
74.21, 9300.00, 53.73
74.21, 9300.00, 53.73
74.21, 9300.00, 53.73
73.21, 9300.00, 53.73
75.21, 9300.00, 53.73
81.21, 9400.00, 53.73
78.21, 9400.00, 53.73
76.21, 9400.00, 53.73
75.21, 9400.00, 53.73
76.21, 9400.00, 53.73
74.21, 9400.00, 53.73
79.21, 9400.00, 53.73
75.21, 9400.00, 53.73
72.21, 9400.00, 53.73
72.21, 9400.00, 53.73
71.21, 9400.00, 53.73
73.21, 9400.00, 53.73
75.21, 9300.00, 53.73
71.21, 9300.00, 53.73
70.21, 9300.00, 53.73
70.21, 9300.00, 53.73
75.21, 9300.00, 53.73
70.21, 9300.00, 53.73
78.21, 9300.00, 53.73
73.21, 9300.00, 53.73
73.21, 9300.00, 53.73
71.21, 9300.00, 53.73
66.21, 9300.00, 53.73
65.21, 9300.00, 53.73
64.21, 9300.00, 53.73
67.21, 9300.00, 53.73
68.21, 9300.00, 53.73
66.21, 9300.00, 53.73
64.21, 9300.00, 53.73
64.21, 9300.00, 53.73
61.21, 9300.00, 53.73
60.21, 9300.00, 53.73
58.21, 9300.00, 53.73
60.21, 9300.00, 54.13
57.21, 9300.00, 54.13
61.21, 9300.00, 54.13
64.21, 9300.00, 54.13
61.21, 9300.00, 54.13
57.21, 9300.00, 54.13
57.21, 9300.00, 54.13
53.21, 9300.00, 54.13
61.21, 9300.00, 54.13
55.21, 9300.00, 54.13
56.21, 9300.00, 54.13
53.21, 9300.00, 54.13
60.21, 9300.00, 54.13
58.21, 9300.00, 54.13
61.21, 9300.00, 54.13
58.21, 9300.00, 54.13
55.21, 9300.00, 54.13
54.21, 9300.00, 54.13
54.21, 9300.00, 54.13
60.21, 9300.00, 54.13
58.21, 9300.00, 54.13
53.21, 9300.00, 54.13
58.21, 9300.00, 54.13
59.21, 9300.00, 54.13
60.21, 9300.00, 54.13
57.21, 9300.00, 54.13
57.21, 9300.00, 54.13
63.21, 9400.00, 54.13
52.21, 9400.00, 54.13
59.21, 9400.00, 54.13
58.21, 9400.00, 54.13
59.21, 9400.00, 54.13
57.21, 9400.00, 54.13
54.21, 9400.00, 54.13
61.21, 9400.00, 54.13
57.21, 9400.00, 54.13
57.21, 9400.00, 54.13
59.21, 9400.00, 54.13
60.21, 9400.00, 54.13
60.21, 9400.00, 54.13
56.21, 9400.00, 54.13
60.21, 9400.00, 54.13
59.21, 9400.00, 54.13
58.21, 9400.00, 54.13
55.21, 9400.00, 54.13
57.21, 9400.00, 54.13
54.21, 9400.00, 54.13
63.21, 9400.00, 54.13
61.21, 9400.00, 54.13
59.21, 9400.00, 54.13
61.21, 9400.00, 55.19
59.21, 9500.00, 55.19
54.21, 9500.00, 55.19
59.21, 9500.00, 55.19
59.21, 9500.00, 55.19
58.21, 9500.00, 55.19
66.21, 9500.00, 55.19
62.21, 9400.00, 55.19
57.21, 9400.00, 55.19
57.21, 9400.00, 55.19
58.21, 9400.00, 55.19
61.21, 9400.00, 55.19
56.21, 9400.00, 55.19
64.21, 9500.00, 55.19
58.21, 9500.00, 55.19
63.21, 9500.00, 55.19
57.21, 9500.00, 55.19
59.21, 9500.00, 55.19
62.21, 9500.00, 55.19
60.21, 9400.00, 55.19
58.21, 9400.00, 55.19
62.21, 9400.00, 55.19
62.21, 9400.00, 55.19
64.21, 9400.00, 55.19
60.21, 9400.00, 55.19
59.21, 9400.00, 55.19
62.21, 9400.00, 55.19
58.21, 9400.00, 55.19
57.21, 9400.00, 55.19
65.21, 9400.00, 55.19
57.21, 9400.00, 55.19
61.21, 9500.00, 55.19
62.21, 9500.00, 55.19
57.21, 9500.00, 55.19
58.21, 9500.00, 55.19
59.21, 9500.00, 55.19
57.21, 9500.00, 55.19
62.21, 9500.00, 55.19
60.21, 9500.00, 55.19
57.21, 9500.00, 55.19
61.21, 9500.00, 55.19
62.21, 9500.00, 55.19
61.21, 9500.00, 55.19
55.21, 9400.00, 55.19
60.21, 9400.00, 55.19
60.21, 9400.00, 55.19
64.21, 9400.00, 55.19
64.21, 9400.00, 55.19
62.21, 9400.00, 55.19
62.21, 9500.00, 55.19
65.21, 9500.00, 55.19
63.21, 9500.00, 55.19
61.21, 9500.00, 55.19
64.21, 9500.00, 55.19
62.21, 9500.00, 55.19
58.21, 9500.00, 55.19
64.21, 9500.00, 55.19
64.21, 9500.00, 55.19
67.21, 9500.00, 55.19
66.21, 9500.00, 55.19
64.21, 9500.00, 55.19
69.21, 9400.00, 55.19
66.21, 9400.00, 55.19
67.21, 9400.00, 55.19
63.21, 9400.00, 55.19
69.21, 9400.00, 55.19
65.21, 9400.00, 55.19
59.21, 9500.00, 55.19
64.21, 9500.00, 55.19
69.21, 9500.00, 55.19
63.21, 9500.00, 55.19
68.21, 9500.00, 55.19
63.21, 9500.00, 55.19
66.21, 9500.00, 55.19
65.21, 9500.00, 55.19
67.21, 9500.00, 55.19
64.21, 9500.00, 55.19
63.21, 9500.00, 55.19
67.21, 9500.00, 55.19
64.21, 9500.00, 55.19
68.21, 9500.00, 55.19
65.21, 9500.00, 55.19
67.21, 9500.00, 55.19
65.21, 9500.00, 55.19
66.21, 9500.00, 55.19
62.21, 9500.00, 55.19
69.21, 9500.00, 55.19
68.21, 9500.00, 55.19
61.21, 9500.00, 55.19
70.21, 9500.00, 55.19
65.21, 9500.00, 55.19
69.21, 9500.00, 55.19
69.21, 9500.00, 55.19
66.21, 9500.00, 55.19
67.21, 9500.00, 55.19
73.21, 9500.00, 55.19
65.21, 9500.00, 55.19
66.21, 9500.00, 55.19
68.21, 9500.00, 55.19
71.21, 9500.00, 55.19
69.21, 9500.00, 53.84
71.21, 9500.00, 53.84
70.21, 9500.00, 53.84
69.21, 9400.00, 53.84
70.21, 9400.00, 53.84
68.21, 9400.00, 53.84
67.21, 9400.00, 53.84
66.21, 9400.00, 53.84
74.21, 9400.00, 53.84
68.21, 9500.00, 53.84
70.21, 9500.00, 53.84
69.21, 9500.00, 53.84
69.21, 9500.00, 53.84
67.21, 9500.00, 53.84
72.21, 9500.00, 53.84
71.21, 9500.00, 53.84
70.21, 9500.00, 53.84
68.21, 9500.00, 53.84
71.21, 9500.00, 53.84
69.21, 9500.00, 53.84
71.21, 9500.00, 53.84
70.21, 9500.00, 53.84
74.21, 9500.00, 53.84
74.21, 9500.00, 53.84
76.21, 9500.00, 53.84
70.21, 9500.00, 53.84
75.21, 9500.00, 53.84
68.21, 9400.00, 53.84
74.21, 9400.00, 53.84
73.21, 9400.00, 53.84
74.21, 9400.00, 53.84
74.21, 9400.00, 53.84
70.21, 9400.00, 53.84
70.21, 9500.00, 53.84
71.21, 9500.00, 53.84
69.21, 9500.00, 53.84
65.21, 9500.00, 53.84
67.21, 9500.00, 53.84
66.21, 9500.00, 53.84
72.21, 9400.00, 53.84
74.21, 9400.00, 53.84
77.21, 9400.00, 53.84
71.21, 9400.00, 53.84
71.21, 9400.00, 53.84
67.21, 9400.00, 53.84
69.21, 9400.00, 53.84
76.21, 9400.00, 53.84
65.21, 9400.00, 53.84
68.21, 9400.00, 53.84
73.21, 9400.00, 53.84
67.21, 9400.00, 53.94
66.21, 9400.00, 53.94
68.21, 9400.00, 53.94
67.21, 9400.00, 53.94
67.21, 9400.00, 53.94
70.21, 9400.00, 53.94
69.21, 9400.00, 53.94
66.21, 9300.00, 53.94
67.21, 9300.00, 53.94
64.21, 9300.00, 53.94
63.21, 9300.00, 53.94
63.21, 9300.00, 53.94
69.21, 9300.00, 53.94
64.21, 9400.00, 53.94
58.21, 9400.00, 53.94
65.21, 9400.00, 53.94
66.21, 9400.00, 53.94
63.21, 9400.00, 53.94
69.21, 9400.00, 53.94
66.21, 9300.00, 53.94
64.21, 9300.00, 53.94
67.21, 9300.00, 53.94
67.21, 9300.00, 53.94
62.21, 9300.00, 53.94
61.21, 9300.00, 53.94
61.21, 9300.00, 53.94
66.21, 9300.00, 53.94
58.21, 9300.00, 53.94
65.21, 9300.00, 53.94
59.21, 9300.00, 53.94
64.21, 9300.00, 53.94
60.21, 9200.00, 53.94
57.21, 9200.00, 53.94
62.21, 9200.00, 53.94
60.21, 9200.00, 53.94
62.21, 9200.00, 53.94
59.21, 9200.00, 53.94
57.21, 9300.00, 53.94
60.21, 9300.00, 53.94
63.21, 9300.00, 53.94
61.21, 9300.00, 53.94
57.21, 9300.00, 53.94
61.21, 9300.00, 53.94
60.21, 9300.00, 53.94
57.21, 9300.00, 53.94
60.21, 9300.00, 53.94
58.21, 9300.00, 53.94
61.21, 9300.00, 53.94
63.21, 9300.00, 53.94
62.21, 9200.00, 53.94
59.21, 9200.00, 53.94
57.21, 9200.00, 53.94
57.21, 9200.00, 53.94
64.21, 9200.00, 53.94
62.21, 9200.00, 53.94
57.21, 9300.00, 53.94
61.21, 9300.00, 53.94
59.21, 9300.00, 53.94
60.21, 9300.00, 53.94
56.21, 9300.00, 53.94
61.21, 9300.00, 53.94
57.21, 9300.00, 53.94
60.21, 9300.00, 53.94
57.21, 9300.00, 53.94
59.21, 9300.00, 53.94
60.21, 9300.00, 53.94
63.21, 9300.00, 53.94
58.21, 9300.00, 53.94
58.21, 9300.00, 53.94
61.21, 9300.00, 53.94
57.21, 9300.00, 53.94
54.21, 9300.00, 53.94
58.21, 9300.00, 53.94
56.21, 9200.00, 53.94
56.21, 9200.00, 53.94
57.21, 9200.00, 53.94
59.21, 9200.00, 53.94
60.21, 9200.00, 53.94
59.21, 9200.00, 53.94
56.21, 9300.00, 53.94
54.21, 9300.00, 53.94
59.21, 9300.00, 53.94
53.21, 9300.00, 53.94
51.21, 9300.00, 53.94
57.21, 9300.00, 53.94
57.21, 9200.00, 53.94
52.21, 9200.00, 53.94
52.21, 9200.00, 53.94
50.21, 9200.00, 53.94
56.21, 9200.00, 53.94
55.21, 9200.00, 53.94
53.21, 9200.00, 53.94
47.21, 9200.00, 53.94
47.21, 9200.00, 53.94
47.21, 9200.00, 53.94
49.21, 9200.00, 53.94
47.21, 9200.00, 53.94
54.21, 9300.00, 53.94
46.21, 9300.00, 53.94
48.21, 9300.00, 53.94
42.21, 9300.00, 53.94
44.21, 9300.00, 53.94
44.21, 9300.00, 53.94
49.21, 9200.00, 53.94
48.21, 9200.00, 53.94
47.21, 9200.00, 53.94
44.21, 9200.00, 53.94
37.21, 9200.00, 53.94
41.21, 9200.00, 53.94
43.21, 9200.00, 53.94
43.21, 9200.00, 53.94
41.21, 9200.00, 53.94
38.21, 9200.00, 53.94
42.21, 9200.00, 53.94
44.21, 9200.00, 53.94
43.21, 9300.00, 53.94
39.21, 9300.00, 53.94
42.21, 9300.00, 53.94
38.21, 9300.00, 53.94
42.21, 9300.00, 53.94
34.21, 9300.00, 53.94
38.21, 9200.00, 53.94
41.21, 9200.00, 53.94
38.21, 9200.00, 53.94
28.21, 9200.00, 53.94
32.21, 9200.00, 53.94
38.21, 9200.00, 53.94
37.21, 9300.00, 53.94
39.21, 9300.00, 53.94
37.21, 9300.00, 53.94
35.21, 9300.00, 53.94
36.21, 9300.00, 53.94
33.21, 9300.00, 53.94
34.21, 9300.00, 53.94
34.21, 9300.00, 53.94
34.21, 9300.00, 53.94
35.21, 9300.00, 53.94
39.21, 9300.00, 53.94
36.21, 9300.00, 53.94
33.21, 9300.00, 53.94
33.21, 9300.00, 53.94
45.21, 9300.00, 53.94
35.21, 9300.00, 53.94
35.21, 9300.00, 53.94
39.21, 9300.00, 53.94
32.21, 9300.00, 53.94
32.21, 9300.00, 53.94
36.21, 9300.00, 53.94
30.21, 9300.00, 53.94
33.21, 9300.00, 53.94
32.21, 9300.00, 55.25
30.21, 9300.00, 55.25
38.21, 9300.00, 55.25
34.21, 9300.00, 55.25
28.21, 9300.00, 55.25
34.21, 9300.00, 55.25
29.21, 9300.00, 55.25
31.21, 9300.00, 55.25
34.21, 9300.00, 55.25
31.21, 9300.00, 55.25
29.21, 9300.00, 55.25
32.21, 9300.00, 55.25
30.21, 9300.00, 55.25
27.21, 9300.00, 55.25
29.21, 9300.00, 55.25
30.21, 9300.00, 55.25
33.21, 9300.00, 55.25
34.21, 9300.00, 55.25
33.21, 9300.00, 55.25
32.21, 9300.00, 55.25
28.21, 9300.00, 55.25
30.21, 9300.00, 55.25
34.21, 9300.00, 55.25
26.21, 9300.00, 55.25
32.21, 9300.00, 55.25
32.21, 9400.00, 55.25
30.21, 9400.00, 55.25
33.21, 9400.00, 55.25
26.21, 9400.00, 55.25
28.21, 9400.00, 55.25
35.21, 9400.00, 55.25
31.21, 9300.00, 55.25
37.21, 9300.00, 55.25
39.21, 9300.00, 55.25
32.21, 9300.00, 55.25
34.21, 9300.00, 55.25
33.21, 9300.00, 55.25
35.21, 9400.00, 55.25
